country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability,defense_mechanism,resolution_time_hr,url,url_type,site_label
Brazil,2023,Man-in-the-Middle,IT,10.18,933883,Nation-state,Social Engineering,Encryption,41,morelgobernador.com/https-paysecure-resoultion-ppid=4456.4898879887778954446213254/9bd40c0f29963720400a6fec771608a1/,benign,bad
China,2015,Malware,Retail,19.36,457790,Hacker Group,Zero-day,Encryption,39,weefolkart.com/,benign,good
Japan,2020,Phishing,Retail,38.96,370096,Nation-state,Weak Passwords,Encryption,23,www.babinet.cz/avatars/19889/hires/dir/8d828d55bf2fcd61f0c7448560a3acd7/,benign,good
Japan,2021,Ransomware,IT,35.43,969517,Hacker Group,Weak Passwords,Firewall,25,update.com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db187867hf4gh8f76hgf56786.415479vb5465ujg456456785464254.gilbertandgilbert.co.uk/9702623e3e11d94d1a8cc3f49f30a801/login.php,benign,good
Germany,2019,DDoS,Telecommunications,52.17,481252,Hacker Group,Weak Passwords,Antivirus,48,granite-stonetile.com/,benign,bad
Japan,2022,Malware,IT,1.92,2653,Nation-state,Unpatched Software,AI-based Detection,56,https://ryancrosbyyoga.com/secured/dhl_topscript/source/content/?email=,phishing,good
Japan,2017,Ransomware,Retail,49.75,163062,Unknown,Unpatched Software,AI-based Detection,43,dailymotion.com/video/x1afaf_bee-gees-grease_music,benign,good
Japan,2023,SQL Injection,Telecommunications,31.46,192430,Nation-state,Unpatched Software,AI-based Detection,49,mycombin.com,phishing,good
China,2019,Man-in-the-Middle,Education,75.86,985505,Unknown,Social Engineering,Encryption,26,demographymatters.blogspot.com/2008/09/eurostat-on-european-populations-in.html,benign,good
Russia,2017,Man-in-the-Middle,Retail,17.22,242574,Nation-state,Social Engineering,Encryption,59,http://9779.info/%E5%84%BF%E7%AB%A5%E5%BD%A9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,good
UK,2022,Ransomware,Healthcare,75.67,413293,Hacker Group,Zero-day,Antivirus,27,msdn.microsoft.com/en-us/library/ms759204(VS.85).aspx,phishing,good
Brazil,2017,Man-in-the-Middle,Retail,17.99,506551,Unknown,Unpatched Software,Antivirus,53,youtube.com/watch?v=fWLZ_HEHvxo,benign,good
China,2016,SQL Injection,Healthcare,38.81,920768,Hacker Group,Unpatched Software,AI-based Detection,27,http://censor.net.ua/news/335881/na_jeleznodorojnom_mostu_v_odesse_progremel_vzryv_fotoreportajvideo,benign,good
Japan,2016,Malware,Telecommunications,87.52,476001,Hacker Group,Social Engineering,VPN,58,dmzserv.corrections.state.la.us/www/pnpresoucedir.nsf/east%20baton%20rouge?OpenPage&Start=1&Count=1000&Expand=5,benign,bad
Brazil,2017,Malware,Banking,99.22,660182,Insider,Weak Passwords,AI-based Detection,21,wn.com/Canada_at_the_1976_Summer_Olympics,benign,good
Australia,2021,Malware,Banking,13.99,689681,Nation-state,Weak Passwords,AI-based Detection,62,xmlhack.com/read.php?item=382,phishing,good
Australia,2023,Man-in-the-Middle,Telecommunications,66.91,156195,Nation-state,Unpatched Software,Firewall,58,assignments.uspto.gov/assignments/q?db=pat&amp;pat=6058214,phishing,good
India,2016,Man-in-the-Middle,IT,70.24,374767,Unknown,Unpatched Software,Antivirus,67,http://www.z-mobility.eu/behindertengerecht.html,defacement,bad
Russia,2018,Ransomware,Education,79.93,587346,Hacker Group,Social Engineering,Antivirus,39,myspace.com/werlemon,benign,good
Germany,2020,SQL Injection,Healthcare,96.31,591828,Unknown,Unpatched Software,Encryption,16,amazon.com/Score-Salkeld-Seattle-Mariners-Baseball/dp/B000VDFT0M,benign,good
Japan,2015,Phishing,Government,98.29,850600,Insider,Zero-day,Encryption,17,silverandpewtergifts.com/cfmb-03-march-pewter-bracelet.html,benign,bad
China,2024,Man-in-the-Middle,Banking,16.09,72940,Nation-state,Zero-day,VPN,26,http://pastehtml.com/view/bft8b9yy6.html,phishing,bad
UK,2016,DDoS,Banking,61.15,219846,Insider,Social Engineering,AI-based Detection,13,https://vizagsource.com/CBcontent/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=26&amp;id=8090919988,phishing,good
France,2022,Ransomware,Healthcare,40.36,439046,Insider,Social Engineering,VPN,42,http://www.karafarin1964.com/index.php?option=com_content&view=article&id=9:1389-05-29-09-11-33&catid=3&Itemid=22,defacement,good
UK,2015,Phishing,IT,24.17,64082,Unknown,Social Engineering,Antivirus,16,mylife.com/daniellemark,benign,good
UK,2021,Malware,Healthcare,58.9,984973,Unknown,Zero-day,Encryption,30,spiritus-temporis.com/al-jardine/,benign,good
China,2019,Ransomware,Banking,32.69,713584,Insider,Weak Passwords,Firewall,26,travel.yahoo.com/p-travelguide-2812849-universal_city_walk_los_angeles-i,benign,good
USA,2016,Phishing,Retail,89.85,998085,Insider,Zero-day,VPN,7,en.goldenmap.com/camillo,benign,good
Australia,2016,SQL Injection,Government,27.33,481293,Hacker Group,Unpatched Software,Antivirus,65,http://www.billh.net/camelotcraftingdaoc/phpBB2/viewtopic.php?p=5070,defacement,good
Germany,2020,SQL Injection,Education,43.96,597987,Hacker Group,Weak Passwords,Encryption,50,www540.paypal.co.uk.89797.ssl-230.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_ED2D2BC5CEE95A3E9DA2,benign,good
Australia,2017,Man-in-the-Middle,Telecommunications,35.27,765929,Nation-state,Weak Passwords,Firewall,16,members.authorsguild.net/mberkley/the_eyes_of_miriam_berkley_96744.htm,benign,good
Japan,2020,Malware,Telecommunications,98.14,710142,Insider,Zero-day,AI-based Detection,56,hdlns.com/g508zf1498zn59676115za/,benign,good
Brazil,2021,SQL Injection,Telecommunications,11.61,848702,Unknown,Weak Passwords,Antivirus,48,videos.onepakistan.com/pktube/Jehane/,benign,good
Brazil,2019,Ransomware,Banking,88.63,701522,Insider,Social Engineering,VPN,10,http://marbrespalau.com/index.php?option=com_content&view=article&id=46&Itemid=14&lang=es,defacement,bad
Japan,2020,Phishing,Education,54.47,345334,Hacker Group,Weak Passwords,Antivirus,25,http://ap.org/Content/Press-Release/2012/Food-authority-Sara-Moulton-to-write-column-for-AP,benign,good
UK,2020,Phishing,Retail,25.1,986980,Nation-state,Zero-day,VPN,71,northernlatitude.com/,benign,good
China,2022,Malware,Banking,21.87,741153,Insider,Social Engineering,Encryption,66,essence.com/2010/06/04/bonnie-pointer-celebrity-rehab/,benign,good
China,2024,Ransomware,Government,72.61,595380,Hacker Group,Zero-day,VPN,10,census-info.us/show/TOLSON/,benign,good
Germany,2021,Malware,Government,82.72,219703,Nation-state,Social Engineering,Firewall,33,boylesjoyce.tripod.com/DATABASE/wgc23.html,benign,bad
Russia,2017,Malware,Healthcare,42.4,71213,Nation-state,Social Engineering,Firewall,58,metalmuseum.org/repair_days.html,benign,good
Japan,2022,Phishing,Banking,12.42,570853,Unknown,Unpatched Software,Encryption,4,www.dcbnet.com/notes/9611t1.html,phishing,bad
Japan,2022,Ransomware,Government,86.84,122651,Insider,Weak Passwords,AI-based Detection,59,http://mudanzas-lopez.com/servicios/destruccion-de-documentos.html,defacement,bad
India,2018,SQL Injection,Education,52.05,874254,Nation-state,Zero-day,Antivirus,11,www.iranyellowpages.net/nadergohar,phishing,good
India,2016,Malware,Banking,11.81,392365,Insider,Social Engineering,Antivirus,72,facebook.com/betsy.fletcher,benign,bad
Australia,2016,DDoS,Healthcare,98.25,412019,Unknown,Weak Passwords,Antivirus,34,wn.com/Dan_Bigras,benign,bad
China,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21,activesportsunglasses.com/liquid-eyewear.html,benign,good
UK,2022,Malware,Retail,39.55,337363,Insider,Social Engineering,VPN,2,twitze.com/2010/01/26/quad-graphics/,benign,good
Brazil,2024,Malware,Healthcare,50.71,964191,Unknown,Weak Passwords,VPN,36,jc9999.net/js/,benign,bad
Japan,2023,SQL Injection,Retail,42.33,643549,Nation-state,Weak Passwords,VPN,20,biopsychiatry.com/newbraincell/,benign,good
Germany,2017,Man-in-the-Middle,Retail,73.98,609952,Hacker Group,Unpatched Software,VPN,7,sf.funcheap.com/extra-action-marching-band-halloween-show-bottom-hill/,benign,bad
Germany,2016,Malware,Telecommunications,77.7,57200,Hacker Group,Social Engineering,VPN,26,http://www.internationalfamilytransitions.com/general/i-student-advisor?day=05&month=07&year=2012,defacement,bad
Japan,2020,Man-in-the-Middle,IT,35.79,854904,Insider,Weak Passwords,Firewall,12,mirandatools.in/,benign,bad
China,2021,Man-in-the-Middle,Banking,85.26,812101,Insider,Social Engineering,VPN,52,philonfilm.net/2011/09/review-tinker-tailor-soldier-spy.html,benign,good
Germany,2018,Malware,IT,30.2,667023,Unknown,Zero-day,Antivirus,26,portofoakland.com/jobcente/erdp.asp,benign,bad
China,2018,Man-in-the-Middle,Banking,9.77,881294,Insider,Unpatched Software,AI-based Detection,3,https://mitsui-jyuku.mixh.jp/uploads/622ODNO38B.exe,malware,good
Brazil,2024,Man-in-the-Middle,Healthcare,26.92,695427,Nation-state,Zero-day,Encryption,28,www.ouayun.com/includes/carrega_auto.php?cliente,benign,bad
France,2015,Phishing,Banking,64.62,104619,Insider,Unpatched Software,Antivirus,68,familytreemaker.genealogy.com/users/l/a/m/Debra-L-Lamel/index.html,benign,good
France,2016,Phishing,Government,27.2,536925,Unknown,Zero-day,Encryption,62,myetherwallet-sygn.top,phishing,bad
China,2021,Ransomware,Retail,40.01,998728,Unknown,Weak Passwords,AI-based Detection,68,www.angelfire.com/in2/RavenosoftheRedRobes/,phishing,good
Australia,2018,Phishing,Education,24.25,665381,Insider,Unpatched Software,AI-based Detection,61,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZAAAA1cpBUMk1MMUNRUE9OVDBFUkRYTUZBR1ZGR01CTS4u,phishing,bad
Australia,2024,DDoS,Telecommunications,36.49,35041,Hacker Group,Social Engineering,Antivirus,14,fmqb.com/article.asp?id=2091368&spid=1314,benign,good
Australia,2017,Malware,Healthcare,77.32,563706,Nation-state,Unpatched Software,AI-based Detection,35,manormarketing.tv/about.html,benign,good
China,2015,Ransomware,Telecommunications,32.65,313384,Insider,Social Engineering,Antivirus,51,www.viet-nam.org/vnFonts.htm,phishing,bad
USA,2022,DDoS,Retail,32.53,235314,Insider,Weak Passwords,AI-based Detection,62,wordiq.com/definition/Louis-Philippe_of_France,benign,good
USA,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18,archives.vmacedonia.com/12932.htm,benign,good
USA,2024,SQL Injection,Retail,94.83,891369,Hacker Group,Social Engineering,Antivirus,71,http://rus-master.com/\321%80\321%83\321%81\321%81ะบะธะน-ะผะฐ\321%81\321%82ะต\321%80/ะบะพะฝ\321%82ะฐะบ\321%82\321%8B.html,defacement,good
China,2020,Man-in-the-Middle,Telecommunications,14.61,855055,Hacker Group,Unpatched Software,Antivirus,59,mchistorical.blogspot.com/,benign,good
Australia,2015,DDoS,Government,11.89,731839,Unknown,Zero-day,AI-based Detection,14,youtube.com/artist/Vishal-Shekhar,benign,bad
Australia,2022,Phishing,Banking,64.31,120789,Nation-state,Zero-day,Encryption,36,freebase.com/view/en/esmeralda_calabria,benign,good
Russia,2017,Phishing,Retail,20.58,768022,Unknown,Zero-day,VPN,64,www.softpanorama.org/Algorithms/searching.shtml,phishing,good
China,2016,DDoS,Education,81.31,815317,Hacker Group,Social Engineering,Antivirus,72,a-team-band.com/,benign,good
UK,2022,Phishing,Retail,13.37,40843,Unknown,Weak Passwords,Encryption,66,byronbayia.com/vti/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d1e83f46a36995b3856cef1e18897ad7533347016f081bc831d47aee003d1bd1c33347016f081bc831d47aee003d1bd1c,benign,good
France,2017,SQL Injection,Government,36.09,696801,Insider,Zero-day,VPN,32,http://www.activeinformatica.com/monitores,defacement,good
India,2022,Malware,Healthcare,38.89,400752,Insider,Unpatched Software,Antivirus,36,blockbuster.com/browse/catalog/personDetails/106615,benign,bad
Australia,2020,Malware,Banking,42.3,497035,Hacker Group,Zero-day,AI-based Detection,66,http://www.englandfencing.co.uk/index.php?option=com_content&view=article&id=140:national-framework-for-fencing-in-schools&catid=93:overview-and-framework&Itemid=124,defacement,bad
UK,2022,Ransomware,Retail,10.44,19404,Nation-state,Unpatched Software,Firewall,32,ebay.com/,benign,bad
Russia,2018,SQL Injection,Telecommunications,11.32,153618,Nation-state,Weak Passwords,VPN,29,http://www.faceaffair.com.au/index.php?option=com_content&view=article&id=25&Itemid=18,defacement,good
Russia,2024,Phishing,Education,87.88,263407,Nation-state,Zero-day,Antivirus,8,nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=53&Family=Asselin_133&lng=en,benign,good
USA,2018,Ransomware,Retail,54.05,535110,Nation-state,Zero-day,Antivirus,2,wordiq.com/definition/Roy_Oliver_Disney,benign,bad
France,2021,Phishing,Retail,31.52,380086,Nation-state,Social Engineering,Encryption,65,spokeo.com/Jimmy+Peters,benign,good
UK,2020,Phishing,Telecommunications,43.72,402744,Insider,Zero-day,AI-based Detection,65,pbs.org/wgbh/roadshow/archive/200901A05.html,benign,good
Germany,2020,Man-in-the-Middle,IT,84.55,392247,Unknown,Zero-day,Antivirus,7,esxcc.com/js/index.htm?us.battle.net/login/en/?ref=oxppdclus.battle.net/d3/en/index,benign,bad
France,2018,Man-in-the-Middle,Education,36.92,829140,Nation-state,Unpatched Software,Encryption,2,whec.com/news/stories/s2363859.shtml?cat=565,benign,bad
Australia,2016,Malware,Education,88.87,235062,Nation-state,Weak Passwords,Firewall,32,anaclaudiapetkevicius.com.br,phishing,good
France,2020,Malware,IT,87.32,599757,Unknown,Social Engineering,Antivirus,9,nazanmami.com,phishing,good
Russia,2019,Malware,IT,71.92,500655,Nation-state,Zero-day,AI-based Detection,8,http://metro.co.uk/2015/05/13/sylvester-stallone-john-goodman-paul-giamatti-to-lend-their-voices-to-the-ratchet-and-clank-movie-5196355/,benign,good
Russia,2021,Ransomware,Education,86.8,852965,Nation-state,Weak Passwords,Antivirus,39,en.wikipedia.org/wiki/Cam_Woods,benign,bad
Australia,2020,Malware,Education,5.95,592485,Insider,Weak Passwords,Firewall,10,http://www.skuexpress.com/utility/PAYPAL.LOGINip164.254.235Updating-data/pp/43b1a42665b38de9d38e68d6dbee8dfd/,phishing,good
Russia,2022,Phishing,Telecommunications,73.26,687383,Nation-state,Weak Passwords,VPN,8,mdjunction.com/forums/occipital-neuralgia-discussions/general-support/727768-dr-pamela-blakes-video-about-micro-decompression,benign,good
India,2018,DDoS,Government,36.04,446170,Insider,Unpatched Software,VPN,72,warrenbuffettbooks.com/wp-content/themes/twentytwelve/page-templates/inc.php,benign,good
Brazil,2017,Man-in-the-Middle,IT,56.83,171305,Unknown,Unpatched Software,Firewall,54,imdb.com/name/nm0843213/,benign,bad
UK,2020,DDoS,Government,78.32,624619,Unknown,Weak Passwords,AI-based Detection,67,facebook.com/people/Lawrence-Mullins/509433411,benign,good
Russia,2022,Ransomware,Retail,76.93,449596,Unknown,Unpatched Software,AI-based Detection,3,tgrbzkp7g5bdv82mei6r.missingfound.net,phishing,bad
Brazil,2020,Malware,Retail,89.71,529588,Nation-state,Weak Passwords,AI-based Detection,65,roemersoftware.com/,benign,good
China,2021,Phishing,Government,84.49,884734,Hacker Group,Weak Passwords,Encryption,6,streaminghqd.com/2011/07/watch-new-york-red-bulls-vs-psg-live-streaming-live-emirates-cup-2011-online-pc-hd-tv/,benign,good
Russia,2016,Phishing,Government,2.74,863777,Insider,Zero-day,Antivirus,20,https://mitsui-jyuku.mixh.jp/uploads/184N8Mk0.exe,malware,good
China,2024,Phishing,Education,4.01,841054,Insider,Zero-day,Antivirus,49,absoluteastronomy.com/topics/2008–09_Texas_Tech_Red_Raiders_men's_basketball_team,benign,good
Brazil,2016,Man-in-the-Middle,Education,19.59,647998,Insider,Weak Passwords,AI-based Detection,38,imagi-nation.com/moonstruck/albm11.htm,benign,good
China,2020,Man-in-the-Middle,Telecommunications,14.61,855055,Hacker Group,Unpatched Software,Antivirus,59,aep.com/environmental/news/?section=environmental,benign,good
Germany,2024,Malware,Government,93.49,702688,Hacker Group,Unpatched Software,Antivirus,39,http://www.disline.es/area-privada/remind.html,defacement,good
UK,2024,Man-in-the-Middle,Retail,7.16,368618,Nation-state,Social Engineering,Firewall,22,en.wikipedia.org/wiki/My_Last_Duchess,benign,bad
China,2016,DDoS,Healthcare,63.15,500521,Nation-state,Weak Passwords,Encryption,27,kansascity.com/sports/mu/,benign,bad
France,2024,Phishing,Retail,98.95,354954,Nation-state,Social Engineering,AI-based Detection,14,dixielandsoftware.com/Amtrak/status/StatusPages/AdirondackStatus.htm,benign,good
Japan,2024,Phishing,IT,91.71,47841,Hacker Group,Weak Passwords,Antivirus,23,http://www.photoremote.de/de/impressum,defacement,good
UK,2015,Ransomware,Banking,13.49,345825,Hacker Group,Zero-day,AI-based Detection,6,http://www.forelderij.nl/index.php/ct-menu-item-15.1,defacement,good
Brazil,2021,Man-in-the-Middle,Banking,3.69,566386,Insider,Unpatched Software,Encryption,45,http://www.platingroup.az/en/telim-teqvimi/day.listevents/2013/02/18/-,defacement,bad
Japan,2023,SQL Injection,Government,13.51,772948,Unknown,Zero-day,VPN,43,http://rs.bbweb.asia/m=weblogin/index.htm,phishing,good
USA,2020,Man-in-the-Middle,Telecommunications,15.63,209853,Nation-state,Zero-day,VPN,1,kissingsuzykolber.uproxx.com/page/2,benign,bad
Germany,2022,Malware,Retail,60.85,125300,Insider,Weak Passwords,AI-based Detection,11,ooracing.com/store/index.php?act=viewProd&productId=3353,benign,good
India,2019,DDoS,Banking,46.98,147761,Unknown,Unpatched Software,AI-based Detection,68,911tabs.com/tabs/l/land_of_talk/,benign,good
India,2023,SQL Injection,Retail,2.85,30883,Nation-state,Weak Passwords,AI-based Detection,51,http://zjtfjt.com/qywh-jtjs.asp?id=74&readmode=art,defacement,good
France,2020,Ransomware,Education,66.04,881755,Unknown,Zero-day,Firewall,10,hockeyfights.com/players/706,benign,good
Brazil,2023,SQL Injection,Telecommunications,30.28,892843,Hacker Group,Zero-day,VPN,26,ccrane.com/antennas/,benign,good
India,2020,DDoS,Healthcare,16.65,324899,Insider,Unpatched Software,Firewall,57,www.mrrossdrivingschool.com/index.html,phishing,good
Brazil,2024,Ransomware,Government,57.7,691990,Insider,Weak Passwords,Antivirus,41,assetsoption.com,malware,good
Brazil,2016,DDoS,Healthcare,8.01,534847,Nation-state,Zero-day,Firewall,3,en.wikipedia.org/wiki/Card_game,phishing,good
China,2019,Man-in-the-Middle,Education,75.86,985505,Unknown,Social Engineering,Encryption,26,http://www.zoo-bendick.de/index.php?option=com_content&view=category&layout=blog&id=9&Itemid=27,defacement,bad
Germany,2021,DDoS,Banking,1.62,823004,Nation-state,Zero-day,Encryption,22,amazon.com/Jamie-Dixon-Spread-1-Offense/dp/B001DXKX00,benign,good
USA,2018,Phishing,Retail,36.85,852789,Hacker Group,Social Engineering,VPN,4,rioredstorm.com/f/Championships_Page.php,benign,good
USA,2020,SQL Injection,IT,68.17,247149,Nation-state,Unpatched Software,Antivirus,47,https://a.top4top.io/p_15275aw691.jpg,malware,good
India,2018,Malware,Healthcare,66.96,294133,Insider,Social Engineering,VPN,20,en.wikipedia.org/wiki/We_Want_Eazy,benign,good
UK,2019,Man-in-the-Middle,Banking,22.94,844953,Unknown,Weak Passwords,Antivirus,53,spreadsheets.google.com/spreadsheet/viewform?formkey=dFMtM194b04xcm9Ca2pNYmN0YVA3c0E6MQ,benign,good
